date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2018-02-22,0,0,0,0,2018-02,0.0
2018-02-23,0,0,0,0,2018-02,0.0
2018-02-24,0,0,0,0,2018-02,0.0
2018-02-25,0,0,0,0,2018-02,0.0
2018-02-26,0,0,0,0,2018-02,0.0
2018-02-27,35,2,35,194,2018-02,259.79
2018-02-28,0,0,0,0,2018-02,0.0
2018-03-01,0,0,0,0,2018-03,0.0
2018-03-02,0,0,0,0,2018-03,0.0
2018-03-03,0,0,0,0,2018-03,0.0
2018-03-04,0,0,0,0,2018-03,0.0
2018-03-05,1,1,1,4,2018-03,7.95
2018-03-06,0,0,0,0,2018-03,0.0
2018-03-07,0,0,0,0,2018-03,0.0
2018-03-08,0,0,0,0,2018-03,0.0
2018-03-09,0,0,0,0,2018-03,0.0
2018-03-10,0,0,0,0,2018-03,0.0
2018-03-11,0,0,0,0,2018-03,0.0
2018-03-12,0,0,0,0,2018-03,0.0
2018-03-13,0,0,0,0,2018-03,0.0
2018-03-14,0,0,0,0,2018-03,0.0
2018-03-15,0,0,0,0,2018-03,0.0
2018-03-16,0,0,0,0,2018-03,0.0
2018-03-17,0,0,0,0,2018-03,0.0
2018-03-18,0,0,0,0,2018-03,0.0
2018-03-19,0,0,0,0,2018-03,0.0
2018-03-20,2,2,2,5,2018-03,7.5
2018-03-21,64,1,64,669,2018-03,156.49
2018-03-22,0,0,0,0,2018-03,0.0
2018-03-23,0,0,0,0,2018-03,0.0
2018-03-24,0,0,0,0,2018-03,0.0
2018-03-25,0,0,0,0,2018-03,0.0
2018-03-26,0,0,0,0,2018-03,0.0
2018-03-27,0,0,0,0,2018-03,0.0
2018-03-28,0,0,0,0,2018-03,0.0
2018-03-29,0,0,0,0,2018-03,0.0
2018-03-30,0,0,0,0,2018-03,0.0
2018-03-31,0,0,0,0,2018-03,0.0
2018-04-01,0,0,0,0,2018-04,0.0
2018-04-02,0,0,0,0,2018-04,0.0
2018-04-03,0,0,0,0,2018-04,0.0
2018-04-04,0,0,0,0,2018-04,0.0
2018-04-05,0,0,0,0,2018-04,0.0
2018-04-06,0,0,0,0,2018-04,0.0
2018-04-07,0,0,0,0,2018-04,0.0
2018-04-08,0,0,0,0,2018-04,0.0
2018-04-09,0,0,0,0,2018-04,0.0
2018-04-10,0,0,0,0,2018-04,0.0
2018-04-11,0,0,0,0,2018-04,0.0
2018-04-12,0,0,0,0,2018-04,0.0
2018-04-13,0,0,0,0,2018-04,0.0
2018-04-14,0,0,0,0,2018-04,0.0
2018-04-15,0,0,0,0,2018-04,0.0
2018-04-16,0,0,0,0,2018-04,0.0
2018-04-17,0,0,0,0,2018-04,0.0
2018-04-18,0,0,0,0,2018-04,0.0
2018-04-19,0,0,0,0,2018-04,0.0
2018-04-20,0,0,0,0,2018-04,0.0
2018-04-21,0,0,0,0,2018-04,0.0
2018-04-22,0,0,0,0,2018-04,0.0
2018-04-23,0,0,0,0,2018-04,0.0
2018-04-24,0,0,0,0,2018-04,0.0
2018-04-25,0,0,0,0,2018-04,0.0
2018-04-26,6,2,6,19,2018-04,11.78
2018-04-27,0,0,0,0,2018-04,0.0
2018-04-28,0,0,0,0,2018-04,0.0
2018-04-29,0,0,0,0,2018-04,0.0
2018-04-30,0,0,0,0,2018-04,0.0
2018-05-01,0,0,0,0,2018-05,0.0
2018-05-02,0,0,0,0,2018-05,0.0
2018-05-03,0,0,0,0,2018-05,0.0
2018-05-04,0,0,0,0,2018-05,0.0
2018-05-05,0,0,0,0,2018-05,0.0
2018-05-06,0,0,0,0,2018-05,0.0
2018-05-07,0,0,0,0,2018-05,0.0
2018-05-08,0,0,0,0,2018-05,0.0
2018-05-09,0,0,0,0,2018-05,0.0
2018-05-10,0,0,0,0,2018-05,0.0
2018-05-11,0,0,0,0,2018-05,0.0
2018-05-12,0,0,0,0,2018-05,0.0
2018-05-13,0,0,0,0,2018-05,0.0
2018-05-14,0,0,0,0,2018-05,0.0
2018-05-15,0,0,0,0,2018-05,0.0
2018-05-16,0,0,0,0,2018-05,0.0
2018-05-17,0,0,0,0,2018-05,0.0
2018-05-18,0,0,0,0,2018-05,0.0
2018-05-19,0,0,0,0,2018-05,0.0
2018-05-20,22,1,22,107,2018-05,161.95
2018-05-21,12,2,6,72,2018-05,24.22
2018-05-22,0,0,0,0,2018-05,0.0
2018-05-23,0,0,0,0,2018-05,0.0
2018-05-24,0,0,0,0,2018-05,0.0
2018-05-25,0,0,0,0,2018-05,0.0
2018-05-26,0,0,0,0,2018-05,0.0
2018-05-27,0,0,0,0,2018-05,0.0
2018-05-28,0,0,0,0,2018-05,0.0
2018-05-29,0,0,0,0,2018-05,0.0
2018-05-30,0,0,0,0,2018-05,0.0
2018-05-31,0,0,0,0,2018-05,0.0
2018-06-01,4,1,4,4,2018-06,19.7
2018-06-02,0,0,0,0,2018-06,0.0
2018-06-03,0,0,0,0,2018-06,0.0
2018-06-04,0,0,0,0,2018-06,0.0
2018-06-05,0,0,0,0,2018-06,0.0
2018-06-06,35,1,35,348,2018-06,91.57000000000001
2018-06-07,0,0,0,0,2018-06,0.0
2018-06-08,0,0,0,0,2018-06,0.0
2018-06-09,0,0,0,0,2018-06,0.0
2018-06-10,0,0,0,0,2018-06,0.0
2018-06-11,0,0,0,0,2018-06,0.0
2018-06-12,0,0,0,0,2018-06,0.0
2018-06-13,0,0,0,0,2018-06,0.0
2018-06-14,0,0,0,0,2018-06,0.0
2018-06-15,0,0,0,0,2018-06,0.0
2018-06-16,0,0,0,0,2018-06,0.0
2018-06-17,0,0,0,0,2018-06,0.0
2018-06-18,0,0,0,0,2018-06,0.0
2018-06-19,23,1,23,131,2018-06,146.45
2018-06-20,22,1,22,148,2018-06,100.78999999999999
2018-06-21,0,0,0,0,2018-06,0.0
2018-06-22,0,0,0,0,2018-06,0.0
2018-06-23,0,0,0,0,2018-06,0.0
2018-06-24,0,0,0,0,2018-06,0.0
2018-06-25,72,1,72,541,2018-06,263.12
2018-06-26,0,0,0,0,2018-06,0.0
2018-06-27,0,0,0,0,2018-06,0.0
2018-06-28,0,0,0,0,2018-06,0.0
2018-06-29,0,0,0,0,2018-06,0.0
2018-06-30,0,0,0,0,2018-06,0.0
2018-07-01,0,0,0,0,2018-07,0.0
2018-07-02,0,0,0,0,2018-07,0.0
2018-07-03,0,0,0,0,2018-07,0.0
2018-07-04,0,0,0,0,2018-07,0.0
2018-07-05,16,1,16,72,2018-07,96.85
2018-07-06,0,0,0,0,2018-07,0.0
2018-07-07,0,0,0,0,2018-07,0.0
2018-07-08,0,0,0,0,2018-07,0.0
2018-07-09,0,0,0,0,2018-07,0.0
2018-07-10,0,0,0,0,2018-07,0.0
2018-07-11,0,0,0,0,2018-07,0.0
2018-07-12,0,0,0,0,2018-07,0.0
2018-07-13,0,0,0,0,2018-07,0.0
2018-07-14,0,0,0,0,2018-07,0.0
2018-07-15,0,0,0,0,2018-07,0.0
2018-07-16,0,0,0,0,2018-07,0.0
2018-07-17,0,0,0,0,2018-07,0.0
2018-07-18,0,0,0,0,2018-07,0.0
2018-07-19,0,0,0,0,2018-07,0.0
2018-07-20,0,0,0,0,2018-07,0.0
2018-07-21,0,0,0,0,2018-07,0.0
2018-07-22,0,0,0,0,2018-07,0.0
2018-07-23,0,0,0,0,2018-07,0.0
2018-07-24,0,0,0,0,2018-07,0.0
2018-07-25,0,0,0,0,2018-07,0.0
2018-07-26,0,0,0,0,2018-07,0.0
2018-07-27,0,0,0,0,2018-07,0.0
2018-07-28,0,0,0,0,2018-07,0.0
2018-07-29,0,0,0,0,2018-07,0.0
2018-07-30,0,0,0,0,2018-07,0.0
2018-07-31,0,0,0,0,2018-07,0.0
2018-08-01,0,0,0,0,2018-08,0.0
2018-08-02,0,0,0,0,2018-08,0.0
2018-08-03,0,0,0,0,2018-08,0.0
2018-08-04,0,0,0,0,2018-08,0.0
2018-08-05,0,0,0,0,2018-08,0.0
2018-08-06,0,0,0,0,2018-08,0.0
2018-08-07,0,0,0,0,2018-08,0.0
2018-08-08,15,1,15,104,2018-08,84.85000000000001
2018-08-09,0,0,0,0,2018-08,0.0
2018-08-10,0,0,0,0,2018-08,0.0
2018-08-11,0,0,0,0,2018-08,0.0
2018-08-12,0,0,0,0,2018-08,0.0
2018-08-13,0,0,0,0,2018-08,0.0
2018-08-14,0,0,0,0,2018-08,0.0
2018-08-15,0,0,0,0,2018-08,0.0
2018-08-16,0,0,0,0,2018-08,0.0
2018-08-17,0,0,0,0,2018-08,0.0
2018-08-18,0,0,0,0,2018-08,0.0
2018-08-19,0,0,0,0,2018-08,0.0
2018-08-20,0,0,0,0,2018-08,0.0
2018-08-21,0,0,0,0,2018-08,0.0
2018-08-22,0,0,0,0,2018-08,0.0
2018-08-23,10,1,10,85,2018-08,46.89000000000001
2018-08-24,0,0,0,0,2018-08,0.0
2018-08-25,0,0,0,0,2018-08,0.0
2018-08-26,0,0,0,0,2018-08,0.0
2018-08-27,0,0,0,0,2018-08,0.0
2018-08-28,0,0,0,0,2018-08,0.0
2018-08-29,1,1,1,0,2018-08,4.95
2018-08-30,0,0,0,0,2018-08,0.0
2018-08-31,12,1,12,95,2018-08,31.1
2018-09-01,0,0,0,0,2018-09,0.0
2018-09-02,0,0,0,0,2018-09,0.0
2018-09-03,36,1,36,321,2018-09,80.50000000000001
2018-09-04,0,0,0,0,2018-09,0.0
2018-09-05,0,0,0,0,2018-09,0.0
2018-09-06,0,0,0,0,2018-09,0.0
2018-09-07,0,0,0,0,2018-09,0.0
2018-09-08,0,0,0,0,2018-09,0.0
2018-09-09,0,0,0,0,2018-09,0.0
2018-09-10,0,0,0,0,2018-09,0.0
2018-09-11,0,0,0,0,2018-09,0.0
2018-09-12,0,0,0,0,2018-09,0.0
2018-09-13,38,1,38,285,2018-09,143.85000000000002
2018-09-14,55,1,55,463,2018-09,126.47
2018-09-15,0,0,0,0,2018-09,0.0
2018-09-16,0,0,0,0,2018-09,0.0
2018-09-17,0,0,0,0,2018-09,0.0
2018-09-18,0,0,0,0,2018-09,0.0
2018-09-19,0,0,0,0,2018-09,0.0
2018-09-20,0,0,0,0,2018-09,0.0
2018-09-21,5,1,5,5,2018-09,8.45
2018-09-22,0,0,0,0,2018-09,0.0
2018-09-23,5,1,5,16,2018-09,8.45
2018-09-24,0,0,0,0,2018-09,0.0
2018-09-25,5,1,5,8,2018-09,8.45
2018-09-26,0,0,0,0,2018-09,0.0
2018-09-27,7,1,7,39,2018-09,22.65
2018-09-28,0,0,0,0,2018-09,0.0
2018-09-29,0,0,0,0,2018-09,0.0
2018-09-30,0,0,0,0,2018-09,0.0
2018-10-01,0,0,0,0,2018-10,0.0
2018-10-02,4,1,4,13,2018-10,9.4
2018-10-03,0,0,0,0,2018-10,0.0
2018-10-04,0,0,0,0,2018-10,0.0
2018-10-05,14,1,14,98,2018-10,65.6
2018-10-06,0,0,0,0,2018-10,0.0
2018-10-07,0,0,0,0,2018-10,0.0
2018-10-08,80,3,78,731,2018-10,270.58000000000004
2018-10-09,0,0,0,0,2018-10,0.0
2018-10-10,0,0,0,0,2018-10,0.0
2018-10-11,0,0,0,0,2018-10,0.0
2018-10-12,0,0,0,0,2018-10,0.0
2018-10-13,0,0,0,0,2018-10,0.0
2018-10-14,0,0,0,0,2018-10,0.0
2018-10-15,0,0,0,0,2018-10,0.0
2018-10-16,0,0,0,0,2018-10,0.0
2018-10-17,0,0,0,0,2018-10,0.0
2018-10-18,0,0,0,0,2018-10,0.0
2018-10-19,1,1,1,1,2018-10,4.95
2018-10-20,0,0,0,0,2018-10,0.0
2018-10-21,0,0,0,0,2018-10,0.0
2018-10-22,0,0,0,0,2018-10,0.0
2018-10-23,0,0,0,0,2018-10,0.0
2018-10-24,0,0,0,0,2018-10,0.0
2018-10-25,66,1,66,642,2018-10,126.86
2018-10-26,0,0,0,0,2018-10,0.0
2018-10-27,0,0,0,0,2018-10,0.0
2018-10-28,0,0,0,0,2018-10,0.0
2018-10-29,0,0,0,0,2018-10,0.0
2018-10-30,1,1,1,1,2018-10,5.95
2018-10-31,20,1,20,166,2018-10,73.65
2018-11-01,0,0,0,0,2018-11,0.0
2018-11-02,0,0,0,0,2018-11,0.0
2018-11-03,0,0,0,0,2018-11,0.0
2018-11-04,0,0,0,0,2018-11,0.0
2018-11-05,0,0,0,0,2018-11,0.0
2018-11-06,17,1,17,140,2018-11,73.19999999999999
2018-11-07,0,0,0,0,2018-11,0.0
2018-11-08,20,1,20,233,2018-11,93.65
2018-11-09,0,0,0,0,2018-11,0.0
2018-11-10,0,0,0,0,2018-11,0.0
2018-11-11,0,0,0,0,2018-11,0.0
2018-11-12,0,0,0,0,2018-11,0.0
2018-11-13,26,1,26,201,2018-11,88.95
2018-11-14,4,2,4,12,2018-11,23.099999999999998
2018-11-15,0,0,0,0,2018-11,0.0
2018-11-16,0,0,0,0,2018-11,0.0
2018-11-17,0,0,0,0,2018-11,0.0
2018-11-18,0,0,0,0,2018-11,0.0
2018-11-19,0,0,0,0,2018-11,0.0
2018-11-20,0,0,0,0,2018-11,0.0
2018-11-21,104,2,95,286,2018-11,323.22
2018-11-22,0,0,0,0,2018-11,0.0
2018-11-23,11,1,11,83,2018-11,50.4
2018-11-24,0,0,0,0,2018-11,0.0
2018-11-25,0,0,0,0,2018-11,0.0
2018-11-26,0,0,0,0,2018-11,0.0
2018-11-27,22,1,22,163,2018-11,87.53999999999999
2018-11-28,0,0,0,0,2018-11,0.0
2018-11-29,0,0,0,0,2018-11,0.0
2018-11-30,14,1,7,130,2018-11,76.80000000000003
2018-12-01,0,0,0,0,2018-12,0.0
2018-12-02,0,0,0,0,2018-12,0.0
2018-12-03,14,1,7,106,2018-12,80.20000000000002
2018-12-04,0,0,0,0,2018-12,0.0
2018-12-05,106,1,53,831,2018-12,384.44
2018-12-06,26,1,13,198,2018-12,133.74
2018-12-07,14,1,14,115,2018-12,67.60000000000001
2018-12-08,0,0,0,0,2018-12,0.0
2018-12-09,0,0,0,0,2018-12,0.0
2018-12-10,0,0,0,0,2018-12,0.0
2018-12-11,4,2,4,10,2018-12,8.7
2018-12-12,0,0,0,0,2018-12,0.0
2018-12-13,0,0,0,0,2018-12,0.0
2018-12-14,22,1,22,165,2018-12,84.42000000000002
2018-12-15,0,0,0,0,2018-12,0.0
2018-12-16,0,0,0,0,2018-12,0.0
2018-12-17,0,0,0,0,2018-12,0.0
2018-12-18,0,0,0,0,2018-12,0.0
2018-12-19,0,0,0,0,2018-12,0.0
2018-12-20,0,0,0,0,2018-12,0.0
2018-12-21,0,0,0,0,2018-12,0.0
2018-12-22,0,0,0,0,2018-12,0.0
2018-12-23,0,0,0,0,2018-12,0.0
2018-12-24,0,0,0,0,2018-12,0.0
2018-12-25,0,0,0,0,2018-12,0.0
2018-12-26,0,0,0,0,2018-12,0.0
2018-12-27,0,0,0,0,2018-12,0.0
2018-12-28,0,0,0,0,2018-12,0.0
2018-12-29,0,0,0,0,2018-12,0.0
2018-12-30,0,0,0,0,2018-12,0.0
2018-12-31,0,0,0,0,2018-12,0.0
2019-01-01,0,0,0,0,2019-01,0.0
2019-01-02,4,1,4,2,2019-01,13.4
2019-01-03,0,0,0,0,2019-01,0.0
2019-01-04,0,0,0,0,2019-01,0.0
2019-01-05,0,0,0,0,2019-01,0.0
2019-01-06,52,2,51,471,2019-01,174.81
2019-01-07,0,0,0,0,2019-01,0.0
2019-01-08,0,0,0,0,2019-01,0.0
2019-01-09,0,0,0,0,2019-01,0.0
2019-01-10,0,0,0,0,2019-01,0.0
2019-01-11,0,0,0,0,2019-01,0.0
2019-01-12,0,0,0,0,2019-01,0.0
2019-01-13,0,0,0,0,2019-01,0.0
2019-01-14,0,0,0,0,2019-01,0.0
2019-01-15,36,1,36,479,2019-01,114.17999999999999
2019-01-16,0,0,0,0,2019-01,0.0
2019-01-17,0,0,0,0,2019-01,0.0
2019-01-18,0,0,0,0,2019-01,0.0
2019-01-19,0,0,0,0,2019-01,0.0
2019-01-20,0,0,0,0,2019-01,0.0
2019-01-21,0,0,0,0,2019-01,0.0
2019-01-22,0,0,0,0,2019-01,0.0
2019-01-23,30,1,30,210,2019-01,122.93999999999998
2019-01-24,0,0,0,0,2019-01,0.0
2019-01-25,0,0,0,0,2019-01,0.0
2019-01-26,0,0,0,0,2019-01,0.0
2019-01-27,0,0,0,0,2019-01,0.0
2019-01-28,0,0,0,0,2019-01,0.0
2019-01-29,0,0,0,0,2019-01,0.0
2019-01-30,0,0,0,0,2019-01,0.0
2019-01-31,0,0,0,0,2019-01,0.0
2019-02-01,0,0,0,0,2019-02,0.0
2019-02-02,0,0,0,0,2019-02,0.0
2019-02-03,0,0,0,0,2019-02,0.0
2019-02-04,0,0,0,0,2019-02,0.0
2019-02-05,0,0,0,0,2019-02,0.0
2019-02-06,0,0,0,0,2019-02,0.0
2019-02-07,0,0,0,0,2019-02,0.0
2019-02-08,0,0,0,0,2019-02,0.0
2019-02-09,0,0,0,0,2019-02,0.0
2019-02-10,0,0,0,0,2019-02,0.0
2019-02-11,0,0,0,0,2019-02,0.0
2019-02-12,0,0,0,0,2019-02,0.0
2019-02-13,0,0,0,0,2019-02,0.0
2019-02-14,0,0,0,0,2019-02,0.0
2019-02-15,0,0,0,0,2019-02,0.0
2019-02-16,0,0,0,0,2019-02,0.0
2019-02-17,0,0,0,0,2019-02,0.0
2019-02-18,43,1,43,346,2019-02,160.82999999999998
2019-02-19,0,0,0,0,2019-02,0.0
2019-02-20,0,0,0,0,2019-02,0.0
2019-02-21,0,0,0,0,2019-02,0.0
2019-02-22,0,0,0,0,2019-02,0.0
2019-02-23,0,0,0,0,2019-02,0.0
2019-02-24,0,0,0,0,2019-02,0.0
2019-02-25,14,1,14,104,2019-02,56.150000000000006
2019-02-26,0,0,0,0,2019-02,0.0
2019-02-27,0,0,0,0,2019-02,0.0
2019-02-28,0,0,0,0,2019-02,0.0
2019-03-01,0,0,0,0,2019-03,0.0
2019-03-02,0,0,0,0,2019-03,0.0
2019-03-03,0,0,0,0,2019-03,0.0
2019-03-04,0,0,0,0,2019-03,0.0
2019-03-05,56,1,56,603,2019-03,113.4
2019-03-06,0,0,0,0,2019-03,0.0
2019-03-07,0,0,0,0,2019-03,0.0
2019-03-08,0,0,0,0,2019-03,0.0
2019-03-09,0,0,0,0,2019-03,0.0
2019-03-10,0,0,0,0,2019-03,0.0
2019-03-11,0,0,0,0,2019-03,0.0
2019-03-12,0,0,0,0,2019-03,0.0
2019-03-13,0,0,0,0,2019-03,0.0
2019-03-14,0,0,0,0,2019-03,0.0
2019-03-15,0,0,0,0,2019-03,0.0
2019-03-16,0,0,0,0,2019-03,0.0
2019-03-17,0,0,0,0,2019-03,0.0
2019-03-18,0,0,0,0,2019-03,0.0
2019-03-19,0,0,0,0,2019-03,0.0
2019-03-20,16,1,16,105,2019-03,44.65
2019-03-21,1,1,1,1,2019-03,27.0
2019-03-22,0,0,0,0,2019-03,0.0
2019-03-23,0,0,0,0,2019-03,0.0
2019-03-24,0,0,0,0,2019-03,0.0
2019-03-25,25,1,25,197,2019-03,87.74000000000001
2019-03-26,0,0,0,0,2019-03,0.0
2019-03-27,0,0,0,0,2019-03,0.0
2019-03-28,16,1,16,157,2019-03,62.09
2019-03-29,0,0,0,0,2019-03,0.0
2019-03-30,0,0,0,0,2019-03,0.0
2019-03-31,0,0,0,0,2019-03,0.0
2019-04-01,0,0,0,0,2019-04,0.0
2019-04-02,0,0,0,0,2019-04,0.0
2019-04-03,0,0,0,0,2019-04,0.0
2019-04-04,0,0,0,0,2019-04,0.0
2019-04-05,21,1,21,191,2019-04,50.989999999999995
2019-04-06,0,0,0,0,2019-04,0.0
2019-04-07,0,0,0,0,2019-04,0.0
2019-04-08,0,0,0,0,2019-04,0.0
2019-04-09,0,0,0,0,2019-04,0.0
2019-04-10,56,1,56,497,2019-04,163.87
2019-04-11,0,0,0,0,2019-04,0.0
2019-04-12,0,0,0,0,2019-04,0.0
2019-04-13,0,0,0,0,2019-04,0.0
2019-04-14,0,0,0,0,2019-04,0.0
2019-04-15,0,0,0,0,2019-04,0.0
2019-04-16,0,0,0,0,2019-04,0.0
2019-04-17,0,0,0,0,2019-04,0.0
2019-04-18,0,0,0,0,2019-04,0.0
2019-04-19,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,2019-04,0.0
2019-04-23,0,0,0,0,2019-04,0.0
2019-04-24,0,0,0,0,2019-04,0.0
2019-04-25,0,0,0,0,2019-04,0.0
2019-04-26,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,2019-04,0.0
2019-04-28,0,0,0,0,2019-04,0.0
2019-04-29,0,0,0,0,2019-04,0.0
2019-04-30,0,0,0,0,2019-04,0.0
2019-05-01,0,0,0,0,2019-05,0.0
2019-05-02,0,0,0,0,2019-05,0.0
2019-05-03,0,0,0,0,2019-05,0.0
2019-05-04,0,0,0,0,2019-05,0.0
2019-05-05,0,0,0,0,2019-05,0.0
2019-05-06,0,0,0,0,2019-05,0.0
2019-05-07,0,0,0,0,2019-05,0.0
2019-05-08,0,0,0,0,2019-05,0.0
2019-05-09,78,3,75,299,2019-05,1279.46
2019-05-10,0,0,0,0,2019-05,0.0
2019-05-11,0,0,0,0,2019-05,0.0
2019-05-12,0,0,0,0,2019-05,0.0
2019-05-13,0,0,0,0,2019-05,0.0
2019-05-14,0,0,0,0,2019-05,0.0
2019-05-15,0,0,0,0,2019-05,0.0
2019-05-16,0,0,0,0,2019-05,0.0
2019-05-17,0,0,0,0,2019-05,0.0
2019-05-18,0,0,0,0,2019-05,0.0
2019-05-19,0,0,0,0,2019-05,0.0
2019-05-20,7,7,1,8,2019-05,6098.360000000001
2019-05-21,0,0,0,0,2019-05,0.0
2019-05-22,0,0,0,0,2019-05,0.0
2019-05-23,0,0,0,0,2019-05,0.0
2019-05-24,0,0,0,0,2019-05,0.0
2019-05-25,0,0,0,0,2019-05,0.0
2019-05-26,0,0,0,0,2019-05,0.0
2019-05-27,0,0,0,0,2019-05,0.0
2019-05-28,0,0,0,0,2019-05,0.0
2019-05-29,0,0,0,0,2019-05,0.0
2019-05-30,0,0,0,0,2019-05,0.0
2019-05-31,0,0,0,0,2019-05,0.0
